results_dir,shift_mode,tag,fold,k,rho,wl_broken,max_workload,cap_broken,N_train_visits,V_test_visits,coverage_kappa
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,2,1.0,6,,0,1210,3705,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,3,1.0,6,,0,1215,3739,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,4,1.0,5,,0,1186,3665,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,6,1.0,5,,0,1227,3707,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,1,2.0,6,,0,1183,3852,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,2,2.0,6,,0,1210,3724,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,3,2.0,6,,0,1215,3800,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,4,2.0,5,,0,1186,3675,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,6,2.0,5,,0,1227,3737,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,1,0.0,2,,0,1154,1531,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,2,0.0,3,,0,1216,1789,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,3,0.0,3,,0,1197,1757,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,4,0.0,3,,0,1224,1824,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,6,0.0,3,,0,1220,1731,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,1,0.5,2,,0,1154,1805,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,2,0.5,3,,0,1216,2008,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,3,0.5,3,,0,1197,1941,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,4,0.5,3,,0,1224,2011,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,6,0.5,3,,0,1220,1934,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,1,1.0,2,,0,1154,1819,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,2,1.0,3,,0,1216,2059,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,3,1.0,3,,0,1197,1953,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,4,1.0,3,,0,1224,2022,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,6,1.0,3,,0,1220,1962,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,1,2.0,2,,0,1154,1830,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,2,2.0,3,,0,1216,2058,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,3,2.0,3,,0,1197,1967,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,4,2.0,3,,0,1224,2044,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f4,4,6,2.0,3,,0,1220,1966,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,1,0.0,8,,0,1187,8128,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,2,0.0,8,,0,1209,8206,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,3,0.0,8,,0,1211,8287,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,4,0.0,8,,0,1204,8159,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,6,0.0,8,,0,1224,8177,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,1,0.25,8,,0,1187,8726,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,2,0.25,8,,0,1209,8799,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,3,0.25,8,,0,1211,8853,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,4,0.25,8,,0,1204,8745,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,6,0.25,8,,0,1224,8778,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,1,0.5,8,,0,1187,9095,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,2,0.5,8,,0,1209,9126,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,3,0.5,8,,0,1211,9158,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,4,0.5,8,,0,1204,9086,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,6,0.5,8,,0,1224,9162,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,1,1.0,8,,0,1187,9375,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,2,1.0,8,,0,1209,9402,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,3,1.0,8,,0,1211,9360,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,4,1.0,8,,0,1204,9332,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,6,1.0,8,,0,1224,9398,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,1,2.0,8,,0,1187,9574,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,2,2.0,8,,0,1209,9601,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,3,2.0,8,,0,1211,9521,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,4,2.0,8,,0,1204,9512,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f0,0,6,2.0,8,,0,1224,9621,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,1,0.0,8,,0,1177,6319,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,2,0.0,8,,0,1195,6408,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,3,0.0,8,,0,1205,6477,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,4,0.0,8,,0,1210,6436,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,6,0.0,8,,0,1255,6746,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,1,0.25,8,,0,1177,6883,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,2,0.25,8,,0,1195,6947,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,3,0.25,8,,0,1205,7018,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,4,0.25,8,,0,1210,6991,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,6,0.25,8,,0,1255,7190,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,1,0.5,8,,0,1177,7198,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,2,0.5,8,,0,1195,7192,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,3,0.5,8,,0,1205,7263,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,4,0.5,8,,0,1210,7258,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,6,0.5,8,,0,1255,7428,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,1,1.0,8,,0,1177,7500,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,2,1.0,8,,0,1195,7522,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,3,1.0,8,,0,1205,7579,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,4,1.0,8,,0,1210,7490,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,6,1.0,8,,0,1255,7607,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,1,2.0,8,,0,1177,7706,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,2,2.0,8,,0,1195,7682,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,3,2.0,8,,0,1205,7739,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,4,2.0,8,,0,1210,7674,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f1,1,6,2.0,8,,0,1255,7764,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,1,0.0,8,,0,1201,4780,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,2,0.0,8,,0,1210,4988,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,3,0.0,8,,0,1189,4725,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,4,0.0,8,,0,1179,4697,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,6,0.0,8,,0,1282,5214,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,1,0.25,8,,0,1201,5234,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,2,0.25,8,,0,1210,5376,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,3,0.25,8,,0,1189,5173,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,4,0.25,8,,0,1179,5149,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,6,0.25,8,,0,1282,5538,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,1,0.5,8,,0,1201,5476,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,2,0.5,8,,0,1210,5594,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,3,0.5,8,,0,1189,5444,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,4,0.5,8,,0,1179,5406,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,6,0.5,8,,0,1282,5706,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,1,1.0,8,,0,1201,5723,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,2,1.0,8,,0,1210,5781,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,3,1.0,8,,0,1189,5658,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,4,1.0,8,,0,1179,5657,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,6,1.0,8,,0,1282,5879,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,1,2.0,8,,0,1201,5798,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,2,2.0,8,,0,1210,5859,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,3,2.0,8,,0,1189,5778,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,4,2.0,8,,0,1179,5796,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f2,2,6,2.0,8,,0,1282,5970,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,1,0.0,6,,0,1183,3371,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,2,0.0,6,,0,1210,3334,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,3,0.0,6,,0,1215,3233,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,4,0.0,5,,0,1186,3221,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,6,0.0,5,,0,1227,3370,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,1,0.25,6,,0,1183,3597,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,2,0.25,6,,0,1210,3598,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,3,0.25,6,,0,1215,3566,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,4,0.25,5,,0,1186,3509,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,6,0.25,5,,0,1227,3629,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,1,0.5,6,,0,1183,3761,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,2,0.5,6,,0,1210,3730,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,3,0.5,6,,0,1215,3776,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,4,0.5,5,,0,1186,3687,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,6,0.5,5,,0,1227,3733,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,1,1.0,6,,0,1183,3889,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,2,1.0,6,,0,1210,3912,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,3,1.0,6,,0,1215,3907,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,4,1.0,5,,0,1186,3805,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,6,1.0,5,,0,1227,3827,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,1,2.0,6,,0,1183,3955,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,2,2.0,6,,0,1210,3933,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,3,2.0,6,,0,1215,3978,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,4,2.0,5,,0,1186,3893,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f3,3,6,2.0,5,,0,1227,3908,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,1,0.0,2,,0,1154,1531,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,2,0.0,3,,0,1216,1789,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,3,0.0,3,,0,1197,1757,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,4,0.0,3,,0,1224,1824,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,6,0.0,3,,0,1220,1731,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,1,0.25,2,,0,1154,1760,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,2,0.25,3,,0,1216,1968,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,3,0.25,3,,0,1197,1910,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,4,0.25,3,,0,1224,1987,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,6,0.25,3,,0,1220,1910,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,1,0.5,2,,0,1154,1872,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,2,0.5,3,,0,1216,2061,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,3,0.5,3,,0,1197,1989,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,4,0.5,3,,0,1224,2071,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,6,0.5,3,,0,1220,1998,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,1,1.0,2,,0,1154,1974,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,2,1.0,3,,0,1216,2104,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,3,1.0,3,,0,1197,2064,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,4,1.0,3,,0,1224,2154,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,6,1.0,3,,0,1220,2042,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,1,2.0,2,,0,1154,1985,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,2,2.0,3,,0,1216,2159,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,3,2.0,3,,0,1197,2087,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,4,2.0,3,,0,1224,2174,1.0
iscf10kt_results_t1000,unstructured,iscf10kt_r0f4,4,6,2.0,3,,0,1220,2103,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,1,0.0,7,,0,2552,7852,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,2,0.0,8,,0,2631,8061,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,3,0.0,8,,0,2590,8113,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,4,0.0,7,,0,2639,8015,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,6,0.0,8,,0,2703,8061,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,1,0.5,7,,0,2552,8846,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,2,0.5,8,,0,2631,8903,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,3,0.5,8,,0,2590,8785,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,4,0.5,7,,0,2639,8824,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,6,0.5,8,,0,2703,8874,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,1,1.0,7,,0,2552,9074,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,2,1.0,8,,0,2631,9115,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,3,1.0,8,,0,2590,9025,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,4,1.0,7,,0,2639,9069,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,6,1.0,8,,0,2703,9036,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,1,2.0,7,,0,2552,9168,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,2,2.0,8,,0,2631,9194,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,3,2.0,8,,0,2590,9080,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,4,2.0,7,,0,2639,9130,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f0,0,6,2.0,8,,0,2703,9205,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,1,0.0,7,,0,2512,6252,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,2,0.0,7,,0,2545,6277,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,3,0.0,7,,0,2567,6317,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,4,0.0,7,,0,2602,6466,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,6,0.0,7,,0,2652,6612,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,1,0.5,7,,0,2512,7032,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,2,0.5,7,,0,2545,7144,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,3,0.5,7,,0,2567,7094,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,4,0.5,7,,0,2602,7241,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,6,0.5,7,,0,2652,7242,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,1,1.0,7,,0,2512,7187,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,2,1.0,7,,0,2545,7278,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,3,1.0,7,,0,2567,7261,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,4,1.0,7,,0,2602,7396,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,6,1.0,7,,0,2652,7371,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,1,2.0,7,,0,2512,7311,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,2,2.0,7,,0,2545,7423,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,3,2.0,7,,0,2567,7430,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,4,2.0,7,,0,2602,7529,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f1,1,6,2.0,7,,0,2652,7492,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,1,0.0,4,,0,2532,4720,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,2,0.0,4,,0,2556,4691,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,3,0.0,3,,0,2576,4832,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,4,0.0,5,,0,2575,4794,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,6,0.0,5,,0,2739,5065,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,1,0.5,4,,0,2532,5273,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,2,0.5,4,,0,2556,5243,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,3,0.5,3,,0,2576,5339,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,4,0.5,5,,0,2575,5321,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,6,0.5,5,,0,2739,5470,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,1,1.0,4,,0,2532,5448,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,2,1.0,4,,0,2556,5436,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,3,1.0,3,,0,2576,5498,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,4,1.0,5,,0,2575,5442,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,6,1.0,5,,0,2739,5588,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,1,2.0,4,,0,2532,5494,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,2,2.0,4,,0,2556,5436,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,3,2.0,3,,0,2576,5484,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,4,2.0,5,,0,2575,5489,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f2,2,6,2.0,5,,0,2739,5594,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,1,0.0,3,,0,2489,3201,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,2,0.0,3,,0,2520,3162,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,3,0.0,3,,0,2506,3178,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,4,0.0,2,,0,2570,3186,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,6,0.0,2,,0,2514,3239,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,1,0.5,3,,0,2489,3560,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,2,0.5,3,,0,2520,3582,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,3,0.5,3,,0,2506,3577,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,4,0.5,2,,0,2570,3515,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,6,0.5,2,,0,2514,3593,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,1,1.0,3,,0,2489,3651,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,2,1.0,3,,0,2520,3659,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,3,1.0,3,,0,2506,3642,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,4,1.0,2,,0,2570,3629,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,6,1.0,2,,0,2514,3656,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,1,2.0,3,,0,2489,3654,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,2,2.0,3,,0,2520,3674,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,3,2.0,3,,0,2506,3684,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,4,2.0,2,,0,2570,3662,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f3,3,6,2.0,2,,0,2514,3668,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,1,0.0,1,,0,2487,1608,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,2,0.0,2,,0,2515,1700,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,3,0.0,1,,0,2583,1641,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,4,0.0,1,,0,2513,1666,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,6,0.0,1,,0,2613,1699,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,1,0.5,1,,0,2487,1872,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,2,0.5,2,,0,2515,1866,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,3,0.5,1,,0,2583,1833,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,4,0.5,1,,0,2513,1887,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,6,0.5,1,,0,2613,1865,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,1,1.0,1,,0,2487,1882,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,2,1.0,2,,0,2515,1885,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,3,1.0,1,,0,2583,1873,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,4,1.0,1,,0,2513,1921,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,6,1.0,1,,0,2613,1895,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,1,2.0,1,,0,2487,1906,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,2,2.0,2,,0,2515,1888,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,3,2.0,1,,0,2583,1874,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,4,2.0,1,,0,2513,1923,1.0
iscf10kt_results_t2000,structured,iscf10kt_r0f4,4,6,2.0,1,,0,2613,1913,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,1,0.0,7,,0,2552,7852,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,2,0.0,8,,0,2631,8061,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,3,0.0,8,,0,2590,8113,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,4,0.0,7,,0,2639,8015,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,6,0.0,8,,0,2703,8061,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,1,0.25,7,,0,2552,8568,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,2,0.25,8,,0,2631,8731,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,3,0.25,8,,0,2590,8705,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,4,0.25,7,,0,2639,8680,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,6,0.25,8,,0,2703,8707,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,1,0.5,7,,0,2552,8991,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,2,0.5,8,,0,2631,9119,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,3,0.5,8,,0,2590,9140,1.0
